Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp
Tomoro Coffee,Kafe,"Halte Transjakarta Bundaran HI
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.25,2025-06-03 22:25:34.629754
Kupa Kopi,Kafe,"Metro Sunter Plaza, Lantai Ground
Jl. Danau Sunter Utara, Sunter, Jakarta Utara",50000,4.25,2025-06-03 22:25:34.909422
Dancing Goat Coffee Co.,Kafe,"Ruko Grand Puri Niaga, Blok K6 No. 2P
Jl. Puri Kencana Raya, Puri, Jakarta Barat",75000,4.06,2025-06-03 22:25:35.168613
Leten by Paradise Dynasty,China,"Pondok Indah Mall 3, Lantai 3
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.43,2025-06-03 22:25:35.424276
Baia Nonna,Singapura,"Grand Indonesia Mall, Lantai Lower Ground, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.13,2025-06-03 22:25:35.685961
Supper,Barat,"Jl. Cipete Raya No. 65, Fatmawati, Jakarta Selatan",75000,4.13,2025-06-03 22:25:35.954143
Winglok Hongkong Dimsum,China,"Jl. Tebet Barat Dalam Raya No. 49, Tebet, Jakarta Selatan",75000,4.31,2025-06-03 22:25:36.209334
Sudut Timur Coffee & Eatery,Kafe,"Jl. Eretan II No. 101, Kramat Jati, Jakarta Timur",75000,4.27,2025-06-03 22:25:36.471043
Toast Box,"Kafe,Singapura","Puri Indah Mall, Lantai Ground
Jl. Puri Indah Raya, Puri, Jakarta Barat",75000,4.15,2025-06-03 22:25:36.726955
Sour Sally,Yoghurt,"Mall of Indonesia, Lantai Ground
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,4.18,2025-06-03 22:25:36.817629
Haka Dimsum Shop,China,"Belle Point Kemang
Jl. Kemang Selatan VIII, Kemang, Jakarta Selatan",75000,4.02,2025-06-03 22:25:37.014651
Loewy,Barat,"Oakwood Premier Cozmo, Lantai Ground, Kawasan Mega Kuningan
Jl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan",200000,4.06,2025-06-03 22:25:40.775684
R&B Tea,Kafe,"Emporium Pluit Mall, Lantai 2
Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",50000,4.05,2025-06-03 22:25:41.033830
Ironplate,Barat,"MD Place
Jl. Setiabudi Selatan No. 7, Setiabudi, Jakarta Selatan",200000,4.5,2025-06-03 22:25:41.270713
Dapur Solo,Indonesia,"AEON Mall Jakarta Garden City, Lantai 1
Jl. Jakarta Garden City, Cakung, Jakarta Timur",75000,4.5,2025-06-03 22:25:41.435704
Legend Of Noodle Express,Korea,"Central Park, Lantai 3
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.11,2025-06-03 22:25:41.718888
Amalgam Coffee Brewery,Kafe,"Gedung GMP
Jl. Kebon Sirih No. 39, Menteng, Jakarta Pusat",150000,4.15,2025-06-03 22:25:41.981287
Baker Man,Kafe,"ASHTA District 8, Lantai Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.01,2025-06-03 22:25:42.247865
Sugakiya,Jepang,"Grand Indonesia Mall, Lantai 5, West Mall, Foodprint
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.07,2025-06-03 22:25:42.516655
Sinamon,Kafe,"Ruko Crown Golf, Blok B No. 60, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.38,2025-06-03 22:25:42.777382
Gyu Kaku,Jepang,"Senayan Park Mall, Lantai Upper Ground
Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",200000,4.37,2025-06-03 22:25:43.024667
Exquise Patisserie,Kafe,"Rumah Cokro
Jl. HOS Cokroaminoto No. 42A, Menteng, Jakarta Pusat",75000,4.03,2025-06-03 22:25:43.211812
Latteria Gelato,Es Krim,"Ruko Crown Golf, Blok D No. 39, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.01,2025-06-03 22:25:43.403737
Starbucks,Kafe,"Kota Kasablanka, Lantai Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,4.05,2025-06-03 22:25:47.124505
Social Affair Coffee & Baked House,Kafe,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.07,2025-06-03 22:25:47.388067
Hause Rooftop,Kafe,"MD Place, Tower 2, Lantai 6
Jl. Setiabudi Selatan No. 7, Setiabudi, Jakarta Selatan",200000,4.04,2025-06-03 22:25:47.635288
Pizza Place,Italia,"Como Park Building
Jl. Kemang Timur Raya No. 998, Kemang, Jakarta Selatan",75000,4.03,2025-06-03 22:25:47.888931
Sushi Apa,Jepang,"Jl. Boulevard Raya Blok FW1 No. 30 - 31, Kelapa Gading, Jakarta Utara",150000,4.08,2025-06-03 22:25:48.160806
Pipiltin Cocoa,Dessert,"Grand Indonesia Mall, Lantai 3, Alun Alun, West Mall, Palalada
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.08,2025-06-03 22:25:48.408441
Madam Lee Korean BBQ,Korea,"Jl. Danau Agung Tengah IV Blok H2 No. 1A - 1B, Sunter, Jakarta Utara",150000,4.23,2025-06-03 22:25:48.673078
Tazawa Ramen,Jepang,"Jl. Teuku Cik Ditiro No. 47, Menteng, Jakarta Pusat",75000,4.23,2025-06-03 22:25:48.939355
Toby's Estate,Kafe,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.18,2025-06-03 22:25:49.205342
Bebek Perdikan,Indonesia,"Jl. Guru Mughni Gg. Susu, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.08,2025-06-03 22:25:49.477850
Pison,Kafe,"Jl. Teluk Betung No. 33, Thamrin, Jakarta Pusat",150000,4.13,2025-06-03 22:25:49.739862
Cold Moo,Es Krim,"Jl. Dr. Kusuma Atmaja No. 83, Menteng, Jakarta Pusat",50000,4.2,2025-06-03 22:25:49.989645
Mr. Roastman,Kafe,"Gedung Sarinah, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.1,2025-06-03 22:25:53.665446
Kupu Kopi,Kafe,"Jl. Mampang Prapatan VIII No. 9, Mampang, Jakarta Selatan",50000,4.32,2025-06-03 22:25:53.928000
Pukul Satu Kopi,Kafe,"Jl. Waru No. 17, Rawamangun, Jakarta Timur",50000,4.26,2025-06-03 22:25:54.176031
Venchi,"Cokelat,Es Krim","Pondok Indah Mall 3, Lantai Ground
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.28,2025-06-03 22:25:54.441753
Ajwad Restaurant,Arab/Timur Tengah,"Jl. Raya Condet No. 50 (Sebelah SPBU Mega Baja), Kramat Jati, Jakarta Timur",150000,4.4,2025-06-03 22:25:54.706482
Hakata Ikkousha,Jepang,"Pondok Indah Mall 1, Street Gallery, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",75000,4.37,2025-06-03 22:25:54.970871
Honu Poke & Matcha Bar,Hawaii,"Toeti Heraty Museum
Jl. HOS Cokroaminoto No. 9 - 11, Menteng, Jakarta Pusat",75000,4.03,2025-06-03 22:25:55.246994
Guten Morgen Coffee Lab & Shop,Kafe,"Jl. Mandala Utara No. 29C, Tomang, Jakarta Barat",150000,4.04,2025-06-03 22:25:55.504666
Common Grounds,Kafe,"ASHTA District 8, Lantai Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.24,2025-06-03 22:25:55.775573
La Maison,Toko Kue,"Grand Indonesia Mall, Lantai Lower Ground, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.06,2025-06-03 22:25:56.047862
Sushi Go!,Jepang,"Mall Ciputra Jakarta, Lantai Lower Ground
Jl. Arteri S. Parman, Grogol, Jakarta Barat",75000,4.23,2025-06-03 22:25:56.270510
Kaepjjang Cafe & Eatery,Korea,"Jl. Tanjung Duren Raya No. 1C, Tanjung Duren, Jakarta Barat",75000,4.12,2025-06-03 22:25:56.511415
Bukan Ruang,Kafe,"Jl. Kemang Raya No. 29, Kemang, Jakarta Selatan",75000,4.06,2025-06-03 22:26:00.247377
Tian Banana x 13coffee,Kafe,"Apartemen Mediterania Garden Residences 2, Shop House
Jl. Tanjung Duren Raya, Tanjung Duren, Jakarta Barat",50000,4.13,2025-06-03 22:26:00.517451
Kikugawa,Jepang,"Jl. Cikini IV No. 20, Cikini, Menteng, Jakarta Pusat",150000,4.01,2025-06-03 22:26:00.770802
Papa & Mama Bistro and Coffee,Kafe,"Jl. Green Ville Blok AS No. 40C, Green Ville, Jakarta Barat",75000,4.04,2025-06-03 22:26:01.032651
Turkuaz,Arab/Timur Tengah,"Jl. Gunawarman No. 32, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.16,2025-06-03 22:26:01.288184
Chao Chao - Alila Hotel SCBD,China,"Alila Hotel SCBD, Lantai 25
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.33,2025-06-03 22:26:01.539881
Hokee Hongkong Cafe,China,"Ruko Beach Theme Park, Blok E No. 173 - 177
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.12,2025-06-03 22:26:01.795592
Kimukatsu,Jepang,"Kemang Village (Lippo Mall Kemang), Lantai 3
Jl. Pangeran Antasari, Kemang, Jakarta Selatan",75000,4.14,2025-06-03 22:26:02.065646
Toko Kopi Tuku,Kafe,"Jl. Sultan Hasanudin Dalam No. 25, Blok M, Kebayoran Baru, Jakarta Selatan",50000,4.21,2025-06-03 22:26:02.312929
Suasana Kopi,Kafe,"Jl. Gandaria Tengah II No. 22, Gandaria, Jakarta Selatan",75000,4.14,2025-06-03 22:26:02.577992
First Crack,Kafe,"Altira Business Park, Blok B 12 - 15
Jl. Yos Sudarso, Sunter, Jakarta Utara",150000,4.02,2025-06-03 22:26:02.840543
Satoo - Hotel Shangri-La Jakarta,"Jepang,China,Barat,Indonesia","Hotel Shangri-La Jakarta
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",200000,4.06,2025-06-03 22:26:03.109056
MOREAU Chocolatier's Cafe,Kafe,"Jl. Kemang Raya No. 31, Kemang, Jakarta Selatan",150000,4.07,2025-06-03 22:26:06.812013
Flowey,Kafe,"SCBD Park, Lot 7A - 5
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.32,2025-06-03 22:26:07.081032
Amyrea Art & Kitchen,Kafe,"Mall of Indonesia, Lantai Ground
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",150000,4.05,2025-06-03 22:26:07.337583
Saigon Delight,Vietnam,"Bellagio Boutique Mall, Lantai Ground, Kawasan Mega Kuningan
Jl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan",150000,4.35,2025-06-03 22:26:07.611278
Dijan's,"Belanda,Indonesia","Jl. Kemang Selatan No. 102A, Kemang, Jakarta Selatan",200000,4.07,2025-06-03 22:26:07.851723
Pepperloin,Barat,"Ruko Beach Boulevard, Blok B No. 3
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.09,2025-06-03 22:26:08.126095
Dua Coffee,Kafe,"Jl. Cipete Raya No. 66, Fatmawati, Jakarta Selatan",75000,3.99,2025-06-03 22:26:08.393990
Six Ounces Coffee,Kafe,"Jl. Gading Indah Raya Blok NB2 No. 1, Kelapa Gading, Jakarta Utara",150000,4.01,2025-06-03 22:26:08.645552
TWG Tea Salon & Boutique,Kafe,"Pacific Place Mall, Lantai 1
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.1,2025-06-03 22:26:08.895140
Scones Alley,"Toko Kue,Kafe","Kamaja
Jl. Kyai Maja Blok E No. 78 - 79, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.12,2025-06-03 22:26:09.155248
Honest Spoon,Es Krim,"Jl. Cikajang No. 63, Senopati, Kebayoran Baru, Jakarta Selatan",50000,4.05,2025-06-03 22:26:09.421723
Shaburi & Kintan Buffet,Jepang,"Gandaria City, Lantai Upper Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",200000,4.05,2025-06-03 22:26:09.691997
VIN+ Wine & Beyond,"Italia,Barat","Plaza Senayan Arcadia, Lantai 1
Jl. New Delhi Pintu 1 Senayan, Senayan, Jakarta Selatan",150000,4.15,2025-06-03 22:26:13.366841
Frenchie Cafe,Barat,"Jl. Tebet Barat XI No. 3 PAV, Tebet, Jakarta Selatan",75000,4.07,2025-06-03 22:26:13.662898
Canggu Bakehouse,"Toko Roti,Kafe","Gedung Sarinah, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.11,2025-06-03 22:26:13.912026
SATURDAYS,Kafe,"Gandaria City, Lantai Upper Ground
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,4.22,2025-06-03 22:26:14.146791
Maiku Cafe,Kafe,"Jl. Melawai 6 No. 19, Melawai, Kebayoran Baru, Jakarta Selatan",75000,4.22,2025-06-03 22:26:14.393667
Mixue,"Es Krim,Minuman","Mall of Indonesia, Lantai Lower Ground, Pasar MOI
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.2,2025-06-03 22:26:14.665939
Yeu Saigon Cafe,Vietnam,"Gran Rubina Business Park, Generali Tower, Lantai 1
Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",150000,4.26,2025-06-03 22:26:14.933551
HeiHei Boba Bar,Bubble Tea,"Jl. Summagung III No. 2A, Kelapa Gading, Jakarta Utara",50000,4.26,2025-06-03 22:26:15.199830
Panella de Chao Brazilian BBQ,Brasil,"Pondok Indah Mall 3, Lantai 2
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",200000,4.28,2025-06-03 22:26:15.411864
Kinka Sushi Bar Izakaya,Jepang,"Plaza Senayan, Lantai P4
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.34,2025-06-03 22:26:15.636166
Ruuma Kopi,Kafe,"Jl. Rawa Belong No. 8, Palmerah, Jakarta Barat",75000,4.37,2025-06-03 22:26:15.904929
Karnaval Thamrin,Barat,"Thamrin City, Lantai 1, Thamrin Terrace
Jl. Thamrin Boulevard, Thamrin, Jakarta Pusat",150000,4.4,2025-06-03 22:26:16.173501
Wong Fu Kie,China,"Pantjoran PIK
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.43,2025-06-03 22:26:19.879776
ou tu Cafe,Kafe,"Jl. Tanjung Duren Utara VIII No. 886, Tanjung Duren, Jakarta Barat",50000,4.14,2025-06-03 22:26:20.118006
NAMELAKA,Toko Kue,"ShopHaus Menteng, Lantai 1
Jl. Teuku Cik Ditiro No. 36, Menteng, Jakarta Pusat",75000,4.05,2025-06-03 22:26:20.395938
SaladStop!,,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.04,2025-06-03 22:26:20.647002
Miyama - Hotel Borobudur,Jepang,"Hotel Borobudur
Jl. Lapangan Banteng Selatan, Pasar Baru, Sawah Besar, Jakarta Pusat",200000,4.22,2025-06-03 22:26:20.902589
RUF,,"Pondok Indah Mall 1, Street Gallery, Lantai Rooftop
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.27,2025-06-03 22:26:21.144879
Ruang Jeda,Kafe,"Ruko Masterindo, Lantai Ground
Jl. Terogong Raya No. 100B, Pondok Indah, Jakarta Selatan",50000,4.12,2025-06-03 22:26:21.426710
Coco Ichibanya,Jepang,"Mal Kelapa Gading 3, Lantai 3, Food Temptation
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.03,2025-06-03 22:26:21.673253
Kintan Buffet,Jepang,"Central Park, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.07,2025-06-03 22:26:21.929857
Giyanti Coffee Roastery,Kafe,"Jl. Surabaya No. 20, Menteng, Jakarta Pusat",75000,4.0,2025-06-03 22:26:22.182929
Bakmi GM,Indonesia,"Plaza Festival, Lantai Ground
Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",50000,4.16,2025-06-03 22:26:22.446814
Tazawa Izakaya,Jepang,"Senayan Park Mall, Lantai Lower Ground
Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",150000,4.21,2025-06-03 22:26:22.708817
Saemaeul Korean BBQ,Korea,"SCBD Park, Lot 8
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.31,2025-06-03 22:26:26.452765
Hong Yun Hot Pot,China,"Ruko Golf Island, Blok L No. 23 - 26
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.52,2025-06-03 22:26:26.718008
Dapur Jum,Indonesia,"Ruko Emerald, No. 32
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.27,2025-06-03 22:26:26.982007
Sophie Authentique,Kafe,"Chic Mart
Jl. Kemang Raya No. 55, Kemang, Jakarta Selatan",150000,4.08,2025-06-03 22:26:27.248673
Toko Kopi Tuku,Kafe,"Jl. Cipete Raya No. 7 (Sebelah Alfamart), Fatmawati, Jakarta Selatan",50000,4.0,2025-06-03 22:26:27.518749
Don Bakeshop,Toko Roti dan Kue,"Mal Kelapa Gading 3, Lantai Basement
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.1,2025-06-03 22:26:27.772090
Pizza Hut Delivery (PHD),,"Jl. Kelapa Hibrida Raya No. 10, Kelapa Gading, Jakarta Utara",75000,4.12,2025-06-03 22:26:28.045968
Yuki,Jepang,"Little Tokyo Melawai
Jl. Melawai VI No. 8, Melawai, Kebayoran Baru, Jakarta Selatan",150000,4.07,2025-06-03 22:26:28.294524
VIN+ Wine & Beyond,"Italia,Barat","Ruko Garden Shopping Arcade, Blok B No. 8EA - EB
Jl. Letjen S. Parman, Tanjung Duren, Jakarta Barat",150000,4.09,2025-06-03 22:26:28.565319
Feel Matcha,Kafe,"Mall of Indonesia, Lantai Ground
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.16,2025-06-03 22:26:28.811423
Two Sides Coffee,Kafe,"Paradox Space
Jl. Kelapa Cengkir Raya Blok FH No. 12A, Kelapa Gading, Jakarta Utara",150000,4.16,2025-06-03 22:26:29.073198
Warung SCI,Thailand,"Jl. Kelapa Hibrida Raya Blok QJ9 No. 25, Kelapa Gading, Jakarta Utara",75000,4.14,2025-06-03 22:26:29.328951
Chateraise,Toko Kue,"Pondok Indah Mall 1, Lantai 2
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",75000,4.15,2025-06-03 22:26:33.038646
Zenbu,Jepang,"Kota Kasablanka, Lantai Upper Ground, Food Society
Jl. Casablanca Raya, Tebet, Jakarta Selatan",150000,4.01,2025-06-03 22:26:33.301778
Yakiniku Like,Jepang,"Grand Indonesia Mall, Lantai 5, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.02,2025-06-03 22:26:33.595403
Mister Donut,Donat,"Mall Artha Gading, Lantai 1
Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",50000,4.35,2025-06-03 22:26:33.855380
Baby Dutch Pancake,Kafe,"One Satrio
Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",75000,4.4,2025-06-03 22:26:34.105566
Taste Paradise,China,"Plaza Indonesia, Lantai 4
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.2,2025-06-03 22:26:34.374774
Hokkaido-Ya,Jepang,"Kota Kasablanka, Lantai Upper Ground, Food Society
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,4.17,2025-06-03 22:26:34.624482
Abura Soba Yamatoten,Jepang,"Neo Soho Mall, Lantai Upper Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.12,2025-06-03 22:26:34.872986
Cork&Screw Country Club,Barat,"Senayan Avenue
Jl. Asia Afrika Pintu IX, Senayan, Jakarta Selatan",150000,4.01,2025-06-03 22:26:35.144164
Kushi-Yaki Umena-Dori,Jepang,"Sentral Senayan 1, Lantai Basement
Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan",150000,4.13,2025-06-03 22:26:35.391768
May Star,China,"Mall Artha Gading, Lantai 3
Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",200000,4.13,2025-06-03 22:26:35.648998
BEAU Bakery,Kafe,"Jl. Panglima Polim IX No. 15, Panglima Polim, Kebayoran Baru, Jakarta Selatan",150000,4.04,2025-06-03 22:26:35.908494
Lawless Burgerbar,Barat,"Jl. H. Agus Salim No. 60, Menteng, Jakarta Pusat",150000,4.05,2025-06-03 22:26:39.846513
Pancious,Italia,"Mal Kelapa Gading 5, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.04,2025-06-03 22:26:40.101641
Dear Butter,Snack,"Pluit Village, Lantai Ground, Elevation
Jl. Pluit Indah Raya, Pluit, Penjaringan, Jakarta Utara",50000,4.17,2025-06-03 22:26:40.367190
CROCO by Monsieur Spoon,Kafe,"Jl. Teluk Betung No. 43, Thamrin, Jakarta Pusat",150000,4.1,2025-06-03 22:26:40.630783
Fried Chicken Master,,"AEON Mall Jakarta Garden City, Lantai Ground
Jl. Jakarta Garden City, Cakung, Jakarta Timur",50000,4.6,2025-06-03 22:26:40.877635
Signatures Restaurant - Hotel Indonesia Kempinski,,"Hotel Indonesia Kempinski
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.08,2025-06-03 22:26:41.139522
Coffeegasm,Kafe,"Ruko Mall of Indonesia, Blok I No. 10A
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,4.08,2025-06-03 22:26:41.394431
Ramen For The Soul,Jepang,"Jl. Wolter Monginsidi No. 27 (Lantai 2), Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.1,2025-06-03 22:26:41.659468
Kopikalyan,Kafe,"Jl. Wijaya IX No. 21, Wijaya, Kebayoran Baru, Jakarta Selatan",75000,4.01,2025-06-03 22:26:41.932961
Starbucks Reserve,Kafe,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.09,2025-06-03 22:26:42.193870
Giga Bites,,"Jl. Gandaria Tengah IV No. 18, Gandaria, Jakarta Selatan",75000,4.24,2025-06-03 22:26:42.448469
Ishigamaya Hamburg,Jepang,"Plaza Indonesia, Lantai 5
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.97,2025-06-03 22:26:42.702364
Alice - Hotel The Langham Jakarta,Perancis,"Hotel The Langham Jakarta, Lantai Lobby
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.36,2025-06-03 22:26:46.365679
Pierre,Perancis,"Jl. Senopati No. 39, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.28,2025-06-03 22:26:46.472695
Kodaigiri,Jepang,"Jl. Mandala No. 5, Kebon Jeruk, Jakarta Barat",50000,4.21,2025-06-03 22:26:46.719544
Tous Les Jours Cafe,Kafe,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",50000,4.02,2025-06-03 22:26:46.968683
Mama(m),Indonesia,"Jl. Pluit Karang Barat Blok P2 Selatan No. 86, Muara Karang, Penjaringan, Jakarta Utara",75000,4.08,2025-06-03 22:26:47.222657
Ichisan Ramen,Jepang,"Jl. Ratu Kemuning Blok D11 No. 20, Green Ville, Jakarta Barat",75000,4.09,2025-06-03 22:26:47.485774
Shaburi & Kintan Buffet,Jepang,"Pacific Place Mall, Lantai 5
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.04,2025-06-03 22:26:47.601907
Bansan,Jepang,"Jl. Cipete Raya No. 65, Fatmawati, Jakarta Selatan",75000,4.01,2025-06-03 22:26:47.840970
Starbucks,Kafe,"Gandaria City, Lantai Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,4.01,2025-06-03 22:26:48.106544
Baby Dutch Pancake,Kafe,"Neo Soho Mall, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.32,2025-06-03 22:26:48.383939
Chia-Yo Express,Yoghurt,"Kemang Village (Lippo Mall Kemang), Lantai 2
Jl. Pangeran Antasari, Kemang, Jakarta Selatan",50000,4.35,2025-06-03 22:26:48.640756
Toko Kopi Seduh,Kafe,"Jl. Durian Raya No. 15, Jagakarsa, Jakarta Selatan",50000,4.3,2025-06-03 22:26:48.902192
Nasi Campur Kenanga,China,"Jl. Boulevard Raya Blok LA6 No. 4, Kelapa Gading, Jakarta Utara",75000,4.3,2025-06-03 22:26:52.629125
The Gade Coffee & Gold,Kafe,"Gedung Sarinah, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.11,2025-06-03 22:26:52.816416
Orbit Gelato,Es Krim,"Jl. Boulevard Raya Blok FW1 No. 5, Kelapa Gading, Jakarta Utara",50000,4.13,2025-06-03 22:26:52.925538
The Acre,Kafe,"Jl. HOS Cokroaminoto No. 100, Menteng, Jakarta Pusat",200000,4.03,2025-06-03 22:26:53.040191
Francis Artisan Bakery,Toko Roti dan Kue,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.04,2025-06-03 22:26:53.136262
O'Good Coffee,Kafe,"Jl. Dr. Susilo Raya No. 16, Grogol, Jakarta Barat",75000,4.14,2025-06-03 22:26:53.293152
Ask For Patty,Barat,"ShopHaus Menteng, Lantai 2
Jl. Teuku Cik Ditiro No. 36, Menteng, Jakarta Pusat",75000,4.09,2025-06-03 22:26:53.499195
Sushi Tei,Jepang,"Gandaria City, Lantai Upper Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",150000,4.09,2025-06-03 22:26:53.702810
Legend Of Noodle,Korea,"Jl. Senopati No. 81, Senopati, Kebayoran Baru, Jakarta Selatan",150000,3.99,2025-06-03 22:26:53.900364
Yakitate Kalbi,Jepang,"Gandaria City, Lantai Upper Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,4.15,2025-06-03 22:26:54.027612
Joey,Es Krim,"Jl. HOS Cokroaminoto No. 42A, Menteng, Jakarta Pusat",50000,4.12,2025-06-03 22:26:54.176761
Pempek Selamat,Indonesia,"Jl. Kemang Raya No. 90B, Kemang, Jakarta Selatan",50000,4.08,2025-06-03 22:26:54.279409
Roma Osteria & Bar,Italia,"Sequis Tower, Lantai Ground
Jl. Jenderal Sudirman Kav. 71, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.12,2025-06-03 22:26:58.057271
Alfa X,Kafe,"Jl. Letjen S. Parman (Samping Untar 1), Slipi, Jakarta Barat",50000,4.4,2025-06-03 22:26:58.304505
Chateraise,Toko Kue,"Gandaria City, Lantai Lower Ground
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,4.4,2025-06-03 22:26:58.553454
